,,,,,,,,,,,,SAMPLE,SEX,AGE,,,,,REPORTING STANDARDS,,,,,,,,,,,,,,,,TRANSFORMATION,,,,,,,,,,,,,,,,,
Kalbe F and Schwabe L,2020,10.1037/xlm0000728,Beyond arousal: Prediction error related to aversive events promotes episodic memory formation.,"Journal of experimental psychology. Learning, memory, and cognition",https://pubmed.ncbi.nlm.nih.gov/31169402/,"Female;Humans;Male;Adult;Arousal;Conditioning, Classical/*physiology;Fear/*physiology;Arousal/*physiology;Galvanic Skin Response/*physiology;Recognition, Psychology/*physiology;Anticipation, Psychological/*physiology;*Memory, Episodic",no,no,no,no,CD,44,NA,25.05,3.75,yes,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,no,NA,not reported,mixed,6,"t-test, ANOVA",multiple,16,"2 experiments, data of Exp 1; Exp 2 had 84 participants (Mage = 25.23, SDage = 4.08)"
Kampa M and Hermann A and Stark R and Klucken T,2023,10.1093/cercor/bhad205,Neural correlates of immediate versus delayed extinction when simultaneously varying the time of the test in humans.,"Cerebral cortex (New York, N.Y. : 1991)",https://pubmed.ncbi.nlm.nih.gov/37317067/,"Humans;Galvanic Skin Response;Animals;Humanism;Humanities;Conditioning, Classical/physiology;*Fear/physiology;*Extinction, Psychological/physiology",no,no,no,no,CD,103,56,23,3.1,yes,group,NA,not reported,NA,not reported,not reported,NA,yes,Greenhouse Geisser correction,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,log,NA,NA,NA,log (μS + 1),yes,Society for Psychophysiological Research Ad Hoc Committee on Electrodermal Measures. Publication recommendations for electrodermal measurements: publication standards for EDA. Psychophysiology. 2012:49(8):1017–1034. https://doi.org/10.1111/ j.1469-8986.2012.01384.x.,not reported,mixed,16,ANOVA,rmANOVA,16,you can access the second level data via neurovault
Kampa M and Stark R and Klucken T,2024,10.1101/lm.053902.123,The impact of extinction timing on pre-extinction arousal and subsequent return of fear.,"Learning & memory (Cold Spring Harbor, N.Y.)",https://pubmed.ncbi.nlm.nih.gov/38627067/,"Humans;Animals;Pituitary-Adrenal System;Arousal;*Galvanic Skin Response;Arousal/physiology;Extinction, Psychological/physiology;Fear/physiology;*Hypothalamo-Hypophyseal System",no,no,no,no,CD,103,57,23,3.1,yes,individual,"childhood adversity, number of life events",,NA,,,NA,,NA,,NA,,NA,,NA,,,NA,NA,NA,NA,NA,log,NA,NA,NA,log (μS + 1),,NA,,,,correlation,other,16,has to be excluded as it does not report the effect of interest
Kausche FM and Zerbes G and Kampermann L and Büchel C and Schwabe L,2021,10.1111/psyp.13917,Neural signature of delayed fear generalization under stress.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/34365641/,"Female;Humans;Male;Adult;Young Adult;Fear/*physiology;*Brain Mapping;Generalization, Psychological/*physiology;Cerebral Cortex/diagnostic imaging/*physiology;Stress, Psychological/diagnostic imaging/*physiopathology",no,no,no,no,CD,73,39,25.5,4.1,yes,both,BDI score,not reported,NA,not reported,not reported,NA,yes,Greenhouse Geisser correction,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,z,NA,NA,NA,NA,no,NA,not reported,mixed,unclear,ANOVA,rmANOVA,16,they mention time as within-subject factor but do not report how many levels
Keller NE and Dunsmoor JE,2020,10.1101/lm.050740.119,The effects of aversive-to-appetitive counterconditioning on implicit and explicit fear memory.,"Learning & memory (Cold Spring Harbor, N.Y.)",https://pubmed.ncbi.nlm.nih.gov/31843978/,"Female;Humans;Galvanic Skin Response;Male;Adolescent;Adult;Young Adult;Arousal;Memory;Appetite;Electroshock;Memory, Episodic;Fear/*psychology;*Avoidance Learning;*Extinction, Psychological;*Conditioning, Classical;*Recognition, Psychology;*Appetitive Behavior",no,no,no,no,CD,20,17,22.7,NA,not reported,group,NA,dependent variable,not reported,before,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,no,NA,not reported,within,3,ANOVA,rmANOVA,16,
Keyan D and Bryant RA,2019,10.1038/s41398-019-0464-z,Acute exercise-induced enhancement of fear inhibition is moderated by BDNF Val66Met polymorphism.,Translational psychiatry,https://pubmed.ncbi.nlm.nih.gov/30967530/,"Female;Humans;Individuality;Male;Adolescent;Extinction, Psychological;Young Adult;Learning;Inhibition, Psychological;Brain-Derived Neurotrophic Factor;Polymorphism, Genetic;Fear/*physiology;Polymorphism, Single Nucleotide;*Conditioning, Psychological;*Memory;Brain-Derived Neurotrophic Factor/*genetics;*Exercise",no,no,no,no,CD,97,NA,20.64,2.974,not reported,both,"BDNF genotype, gender",not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,yes,subjects,at least 2 SDs above the mean (unconditioned startle response),raw,NA,NA,not reported,NA,NA,NA,NA,NA,no,NA,not reported,mixed,4,ANOVA,rmANOVA,16,Sample (withoutexcl): female = 30
Khemka S and Tzovara A and Gerster S and Quednow BB and Bach DR,2017,10.1111/psyp.12775,Modeling startle eyeblink electromyogram to assess fear learning.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/27753123/,"Female;Humans;Male;Adult;Young Adult;Acoustic Stimulation;Electromyography;Fear/*physiology;*Conditioning, Classical;*Reflex, Startle;*Blinking;*Models, Psychological;Psychophysics/methods;*Models, Biological",no,no,no,no,CD,23,16,25.6,4.22,not reported,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,z,NA,NA,NA,NA,NA,no,NA,average-level,within,2,t-test ,ttest,16,"Experiment 2, comparing various startle models with each other, some include normalization via z-transformation, some do not"
Khemka S and Tzovara A and Gerster S and Quednow BB and Bach DR,2017,10.1111/psyp.12775,Modeling startle eyeblink electromyogram to assess fear learning.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/27753123/,"Female;Humans;Male;Adult;Young Adult;Acoustic Stimulation;Electromyography;Fear/*physiology;*Conditioning, Classical;*Reflex, Startle;*Blinking;*Models, Psychological;Psychophysics/methods;*Models, Biological",no,no,no,no,CD,35,23,23.3,1,not reported,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,not reported,NA,NA,z,not reported,NA,NA,NA,NA,no,NA,average-level,within,2,ANOVA,rmANOVA,16,"Experiment 3, comparing various startle models with each other, some include normalization via z-transformation, some do not"
Khemka S and Tzovara A and Gerster S and Quednow BB and Bach DR,2017,10.1111/psyp.12775,Modeling startle eyeblink electromyogram to assess fear learning.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/27753123/,"Female;Humans;Male;Adult;Young Adult;Acoustic Stimulation;Electromyography;Fear/*physiology;*Conditioning, Classical;*Reflex, Startle;*Blinking;*Models, Psychological;Psychophysics/methods;*Models, Biological",no,no,no,no,CD,18,18,23.12,3.3,not reported,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,z,NA,NA,NA,NA,NA,no,NA,average-level,within,2,t-test,ttest,16,"Experiment 4, comparing various startle models with each other, some include normalization via z-transformation, some do not"
Kitamura H and Johnston P and Johnson L and Strodl E,2020,10.1016/j.nlm.2020.107285,Boundary conditions of post-retrieval extinction: A direct comparison of low and high partial reinforcement.,Neurobiology of learning and memory,https://pubmed.ncbi.nlm.nih.gov/32745600/,"Female;Humans;Galvanic Skin Response;Male;Adolescent;Adult;Young Adult;Conditioning, Classical;Middle Aged;Electroshock;Reinforcement (Psychology);*Extinction, Psychological;*Reinforcement, Psychology;*Mental Recall",no,no,no,no,CD,80,66,23.68,7.4,no,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,no,NA,average-level,mixed,3,ANOVA,rmANOVA,16,"they report that for acq: ""participants were required to present greater differential responding to both the CS1+ and CS2+ than to the CS− (CS+’s > CS−) in the late phase of acquisition (last 5 trials)"" and for ext: ""each participant was required to present a decrease in fear response from the late phase of acquisition to the last trial of extinction for both CS+’s (difference < 0.1 μS)"""
Klein Z and Ginat-Frolich R and Barry TJ and Shechner T,2021,10.1016/j.jbtep.2021.101640,Effects of increased attention allocation to threat and safety stimuli on fear extinction and its recall.,Journal of behavior therapy and experimental psychiatry,https://pubmed.ncbi.nlm.nih.gov/33607462/,"Humans;Galvanic Skin Response;Adult;Generalization, Psychological;Anxiety Disorders;Mental Recall;*Extinction, Psychological;*Fear",no,no,no,no,CD,65,52,24.95,4.04,not reported,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,raw,sqrt,NA,NA,NA,NA,no,NA,not reported,mixed,2,ANOVA,rmANOVA,16,
Klingelhöfer-Jens M and Morriss J and Lonsdorf TB,2022,10.1016/j.ijpsycho.2022.05.006,Effects of intolerance of uncertainty on subjective and psychophysiological measures during fear acquisition and delayed extinction.,International journal of psychophysiology : official journal of the International           Organization of Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/35569602/,"Humans;Uncertainty;*Galvanic Skin Response;Fear/physiology;Conditioning, Classical/physiology;Reflex, Startle/physiology;*Extinction, Psychological/physiology",yes,no,no,no,CD,66,44,25.76,5.82,yes,both,"IUS, STAI",not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,partially adressed by separate and joint models for IUS/STAI,no,NA,NA,NA,NA,NA,z,sqrt,NA,NA,NA,NA,no,NA,trial-level,mixed,6,Mixed Linear Model,other,16,
Koenen LR and Pawlik RJ and Icenhour A and Petrakova L and Forkmann K and Theysohn N and Engler H and Elsenbruch S,2021,10.1038/s42003-021-02008-1,Associative learning and extinction of conditioned threat predictors across sensory modalities.,Communications biology,https://pubmed.ncbi.nlm.nih.gov/33976383/,"Female;Humans;Male;Adult;Learning/*physiology;Extinction, Psychological/*physiology;Fear/physiology;Cerebral Cortex/physiology;Brain/physiology;Conditioning, Classical/physiology;Magnetic Resonance Imaging/methods;Brain Mapping/methods;Pain/*physiopathology;Nociceptive Pain/physiopathology;Visceral Pain/physiopathology",no,no,no,no,CD,77,NA,NA,NA,unclear,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,log,NA,NA,NA,(ln(1+(μS)),yes,"Boucsein, W. et al. Publication recommendations for electrodermal measurements. Psychophysiology 49, 1017-1034, doi:10.1111/j.1469-8986.2012.01384.x (2012)",not reported,within,2,t-test,ttest,16,"you can access the second level data via neurovault, Sample (withoutexcl): female = 42, mage = 34.5, SDage = 2"
Lago TR and Hsiung A and Leitner BP and Duckworth CJ and Balderston NL and Chen KY and Grillon C and Ernst M,2019,10.1080/02699931.2018.1500445,Exercise modulates the interaction between cognition and anxiety in humans.,Cognition & emotion,https://pubmed.ncbi.nlm.nih.gov/30032703/,"Female;Humans;Male;Cognition;Adult;Anxiety;Exercise;Healthy Volunteers;Attention/*physiology;Humanism;Humanities;Anxiety/*psychology;Exercise/*psychology;Heart Rate/physiology;Cognition/*physiology;Memory, Short-Term/*physiology",no,no,no,no,CD,44,16,26.11,5.52,partially,,NA,,NA,,,NA,,NA,,NA,,NA,,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,16,"N-back task, no fear conditioning"
Landkroon E and Mertens G and Sevenster D and Dibbets P and Engelhard IM,2019,10.1016/j.jbtep.2019.101493,Renewal of conditioned fear responses using a film clip as the aversive unconditioned stimulus.,Journal of behavior therapy and experimental psychiatry,https://pubmed.ncbi.nlm.nih.gov/31203173/,"Female;Humans;Male;Adult;Young Adult;Conditioning, Classical/*physiology;Fear/*physiology;Extinction, Psychological/*physiology;Avoidance Learning/physiology;Visual Perception/physiology;Auditory Perception/physiology;Surgical Instruments;Motion Pictures",no,no,no,yes,CD,51,NA,NA,NA,yes,group,NA,not reported,NA,not reported,not reported,NA,yes,"Greenhouse-Geisser, Hyun-Feldt",not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,t,rc,NA,NA,NA,NA,yes,"FPS: Boucsein, W., Fowles, D. C., Grimnes, S., Ben-Shakhar, G., Roth, W. T., Dawson, M. E., et al. (2012). Publication recommendations for electrodermal measurements. Psychophysiology, 49(8), 1017–1034. https://doi.org/10.1111/j.1469-8986.2012. 01384.x., SCR: Blumenthal, T. D., Cuthbert, B. N., Filion, D. L., Hackley, S., Lipp, O. V., & Van Boxtel, A. (2005). Committee report: Guidelines for human startle eyeblink electromyographic studies. Psychophysiology, 42(1), 1–15. https://doi.org/10.1111/j.1469-8986.2005. 00271.x",not reported,within,10,ANOVA,rmANOVA,16,"Sample (withoutexcl): female = 34, mage = 21.6, SDage = 2.13"
Lerner I and Lupkin SM and Tsai A and Khawaja A and Gluck MA,2021,10.1016/j.nlm.2021.107413,"Sleep to remember, sleep to forget: Rapid eye movement sleep can have inverse effects on recall and generalization of fear memories.",Neurobiology of learning and memory,https://pubmed.ncbi.nlm.nih.gov/33609741/,"Female;Humans;Galvanic Skin Response;Male;Young Adult;Magnetic Resonance Imaging;Functional Neuroimaging;Eye Movements;Sleep;Memory/physiology;Polysomnography;Sleep, REM;*Fear;Sleep, REM/*physiology;Mental Recall/*physiology;Generalization, Psychological/*physiology;Sleep Deprivation/*physiopathology;Brain/*diagnostic imaging/physiopathology",no,no,no,no,CD,24,11,22.7,1.85,partially,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,no,NA,trial-level,within,2,t-test,ttest,16,
Lerner I and Lupkin SM and Tsai A and Khawaja A and Gluck MA,2021,10.1016/j.nlm.2021.107413,"Sleep to remember, sleep to forget: Rapid eye movement sleep can have inverse effects on recall and generalization of fear memories.",Neurobiology of learning and memory,https://pubmed.ncbi.nlm.nih.gov/33609741/,"Female;Humans;Galvanic Skin Response;Male;Young Adult;Magnetic Resonance Imaging;Functional Neuroimaging;Eye Movements;Sleep;Memory/physiology;Polysomnography;Sleep, REM;*Fear;Sleep, REM/*physiology;Mental Recall/*physiology;Generalization, Psychological/*physiology;Sleep Deprivation/*physiopathology;Brain/*diagnostic imaging/physiopathology",no,no,no,no,CD,26,14,20.3,10.1,partially,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,sqrt,NA,NA,NA,NA,no,NA,trial-level,mixed,2,t-test,ttest,16,
Lipp OV and Luck CC and Muir AC,2020,10.1111/psyp.13505,Evaluative conditioning affects the subsequent acquisition of differential fear conditioning as indexed by electrodermal responding and stimulus evaluations.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/31736088/,"Female;Humans;Male;Adolescent;Adult;Young Adult;Aged;Middle Aged;Conditioning, Classical/*physiology;Fear/*physiology;Galvanic Skin Response/*physiology;Pattern Recognition, Visual/*physiology;Affect/*physiology;Transfer, Psychology/*physiology",no,no,no,no,CD,100,66,24.15,9.3,not reported,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"sqrt, rc",NA,NA,NA,NA,yes,"Dawson, M. E., Schell, A. M., & Filion, D. L. (2007). The electrodermal system. In J. T. Cacioppo,  Tassinary, L.G., Bernston, G.G. (Ed.), Handbook of Psychophysiology (pp. 159–181).  Cambridge: Cambridge University Press.",not reported,mixed,4,ANOVA,rmANOVA,16,
Luck CC and Patterson RR and Lipp OV,2020,10.1111/psyp.13516,"""Prepared"" fear or socio-cultural learning? Fear conditioned to guns, snakes, and spiders is eliminated by instructed extinction in a within-participant differential fear conditioning paradigm.",Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/31828815/,"Female;Humans;Male;Adolescent;Adult;Young Adult;Middle Aged;Firearms;Conditioning, Classical/*physiology;Fear/*physiology;Extinction, Psychological/*physiology;Galvanic Skin Response/*physiology;Pattern Recognition, Visual/*physiology;Culture;Social Learning/*physiology",no,no,no,no,CD,25,17,22.96,7.54,not reported,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"sqrt, rc",NA,NA,NA,"""largest response displayed by the  participant, usually the response to the first or second US, was used as the reference for the range  correction""",yes,"Dawson, M. E., Schell, A. M., & Filion, D. L. (2007). The electrodermal system. In J. T. Cacioppo, L.G. Tassinary & G.G. Bernston (Eds.), (2007). Handbook of Psychophysiology (pp. 159-181). Cambridge: Cambridge University Press. de Jong, P. J., & Merckelbach, H. (1997). No convincing evidence for a biological preparedness explanation of phobias. Behavioral and Brain Sciences, 20(2), 362-363. https://doi.org/10.1017/S0140525X97221461",not reported,within,3,ANOVA,rmANOVA,16,
Luck CC and Patterson RR and Lipp OV,2023,10.1111/psyp.14278,The influence of cross unconditional stimulus reinstatement on electrodermal responding and conditional stimulus valence in differential fear conditioning.,Psychophysiology,https://pubmed.ncbi.nlm.nih.gov/36929597/,"Humans;Galvanic Skin Response;Fear;Learning;*Extinction, Psychological;*Conditioning, Classical",no,no,no,no,CD,136,NA,NA,NA,not reported,group,NA,not reported,NA,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,"sqrt, rc",NA,NA,NA,"""reference for the range correction was the largest response displayed by the participant (typically the response to the first or second US presentation)""",yes,"Dawson, M. E., Schell, A. M., & Filion, D. L. (2007). The electrodermal system. In J. T. Cacioppo, L. G. Tassinary, & G. G. Bernston (Eds.), Handbook of psychophysiology (pp. 159–181). Cambridge University Press; Boucsein, W., Fowles, D. C., Grimnes, S., Ben-Shakhar, G., Roth, W. T., Dawson, M. E., & Filion, D. L. (2012). Publication recommendations for electrodermal measures. Psychophysiology, 49, 1017–1034. https://doi.org/10.1111/j.1469-8986.2012.01384.x",not reported,mixed,4,MANOVA,other,16,"Sample (withoutexcl): female = 101, mage = 21.45, SDage = 4.4"
Macdonald B and Wake S and Johnstone T,2020,10.1111/ejn.14701,Selective extinction through cognitive evaluation: Linking emotion regulation and extinction.,The European journal of neuroscience,https://pubmed.ncbi.nlm.nih.gov/32043646/,"Humans;Galvanic Skin Response;Cognition;Extinction, Psychological;Brain Mapping;Magnetic Resonance Imaging;Conditioning, Classical;Brain/diagnostic imaging;*Emotional Regulation",no,no,no,no,CD,20,12,27,NA,yes,group,NA,residuals,NA,before,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,raw,NA,NA,NA,NA,no,NA,not reported,within,2,t-test,ttest,16,
Manassero E and Mana L and Concina G and Renna A and Sacchetti B,2019,10.1038/s41598-019-49751-4,Implicit and explicit systems differently predict possible dangers.,Scientific reports,https://pubmed.ncbi.nlm.nih.gov/31527740/,"Female;Humans;Male;Young Adult;Conditioning, Classical/*physiology;Galvanic Skin Response/physiology;Memory/*physiology;Brain/physiology;Conditioning, Operant/physiology;Learning/physiology;Recognition, Psychology/physiology;Fear/*physiology/psychology;Generalization, Psychological/physiology",no,no,no,no,CD,176,126,21.61,2.49,yes,both,STAI,dependent variable,Shapiro-Wilk test,not reported,not reported,NA,not reported,NA,not reported,NA,not reported,NA,not reported,NA,no,NA,NA,NA,NA,NA,NA,z,NA,NA,NA,NA,yes,"Ben-Shakhar, G. Standardization within individuals: A simple method to neutralize individual differences in skin conductance. Psychophysiology 22, 292–299 (1985); Braithwaite, J. J. & Watson, D. G. Issues surrounding the normalization and standardisation of skin conductance responses (SCRs) (Technical Research Note. Selective Attention & Awareness Laboratory (SAAL), Behavioural Brain Sciences Centre, School of Psychology, University of Birmingham©, 2015)",trial-level,within,4,Friedman test,other,16,do not report the main effect of stimulus (CS+/CS-)
